0, -0.428277
0, -0.0247401
0, 0.0104717
0, -0.0141154
0, 0.006981
0, -0.0141154
0, 0.006981
0, -0.0106247
0, 0.006981
0, -0.00713432
0, 0.006981
0, -0.0036437
0, 0
0, -0.0036437
0, 0
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, 0
0, 0
0, 0
0, 0.0034905
0, 0.0034905
0, 0.0034905
0, 0.0034905
0, 0.0034905
0, 0.0034905
0, 0.0034905
0, 0.0034905
0, 0.00151545
0, 0
0, 0
0, -0.0036437
0, -0.0036437
0, -0.00713432
0, -0.00713432
0, -0.0106247
0, -0.00713432
0, -0.0106247
0, -0.0141154
0, -0.0106247
0, -0.0106247
0, -0.0106247
0, -0.00713432
0, -0.00713432
0, -0.00713432
0, -0.0036437
0, -0.00713432
0, -0.0036437
0, 0
0, 0
0, 0.0034905
0, 0.006981
0, 0.011987
0, 0.0104717
0, 0.006981
0, 0.006981
0, 0.0034905
0, 0.0034905
0, 0
0, -0.0036437
0, 0
0, -0.0036437
0, -0.00713432
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, 0
0, -0.0036437
0, -0.0072874
0, -0.00379702
0, 0
0, 0
0, 0.0034905
0, 0.0034905
0, 0
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, 0
0, 0.0034905
0, 0
0, 0.0034905
0, 0.0034905
0, 0
0, 0
0, 0
0, -0.0036437
0, -0.00713432
0, -0.0106247
0, -0.00713432
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.00713432
0, -0.00379702
0, 0
0, 0.00151545
0, 0
0, 0
0, -0.0036437
0, -0.00713432
0, -0.0036437
0, -0.00713432
0, -0.0036437
0, 0
0, -0.0036437
0, 0
0, 0.00500605
0, 0.0034905
0, 0.0034905
0, 0.0034905
0, 0.0034905
0, 0.00151545
0, 0
0, -0.0036437
0, 0
0, 0.0034905
0, 0.0034905
0, 0.006981
0, 0.0034905
0, 0.006981
0, 0.0034905
0, 0.006981
0, 0.0104717
0, 0.006981
0, 0.0034905
0, 0.0034905
0, 0
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.00379702
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.00713432
0, -0.0036437
0, 0
0, 0.0034905
0, 0.006981
0, 0.0104717
0, 0.0104717
0, 0.006981
0, 0.006981
0, 0.0034905
0, 0.006981
0, 0.0034905
0, 0
0, -0.0036437
0, -0.0106247
0, -0.0177591
0, -0.0210964
0, -0.0210964
0, -0.0210964
0, -0.0210964
0, -0.0212494
0, -0.0210964
0, -0.0176057
0, -0.0141154
0, -0.0106247
0, -0.0036437
0, 0
0, 0.0034905
0, 0.0034905
0, 0.0034905
0, 0.0034905
0, 0
0, 0.0034905
0, 0.0034905
0, 0
0, 0.0034905
0, 0.0034905
0, 0
0, 0.0034905
0, 0
0, 0
0, -0.0036437
0, -0.0036437
0, 0
0, 0.00500605
0, 0.006981
0, 0.0104717
0, 0.0104717
0, 0.0104717
0, 0.0104717
0, 0.006981
0, 0.013962
0, 0.013962
0, 0.0104717
0, 0.00849644
0, 0.0034905
0, 0.006981
0, 0.006981
0, 0.0104717
0, 0.0104717
0, 0.00849644
0, 0.0034905
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, -0.0036437
0, 0
0, -0.0036437
0, -0.0036437
0, -0.00713432
0, -0.0106247
0, -0.00713432
0, -0.0106247
0, -0.0141154
0, -0.0176057
0, -0.0141154
0, -0.0176057
0, -0.0141154
0, -0.0176057
0, -0.0210964
0, -0.0176057
0, -0.0210964
0, -0.0141154
0, -0.0106247
0, -0.0106247
0, -0.0036437
0, -0.00713432
0, -0.0036437
0, -0.00713432
0, -0.0036437
0, 0
0, 0.0034905
0, 0.006981
0, 0.0104717
0, 0.013962
0, 0.0104717
0, 0.013962
0, 0.0174527
0, 0.020943
0, 0.0244337
0, 0.027924
0, 0.0314147
0, 0.0314147
0, 0.0314147
0, 0.0314147
0, 0.027924
0, 0.0224586
0, 0.0174527
